code_module,code_presentation,id_student,gender,highest_education,age_band,num_previous_attempts,disability_status,final_result,risk_label,lms_clicks_7d,lms_clicks_14d,lms_clicks_30d,lms_unique_resources_7d,days_since_last_lms_activity,lms_7d_vs_14d_percent_change,engagement_acceleration,assessment_submission_rate,weighted_assessment_score,late_submission_count,total_assessments_completed,assessment_score_trend
BBB,2013B,338912,F,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,339379,F,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.9166666666666666,90.61,5.0,11.0,15.0
BBB,2013B,339526,F,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,339946,F,HE Qualification,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.5,34.3,3.0,6.0,14.0
BBB,2013B,340378,F,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,340831,M,A Level or Equivalent,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.5,33.57,4.0,6.0,25.0
BBB,2013B,341040,M,HE Qualification,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.4166666666666667,24.33,2.0,5.0,17.0
BBB,2013B,341229,F,Lower Than A Level,0-35,0,Y,Fail,1,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.16666666666666666,16.28,1.0,2.0,1.0
BBB,2013B,341235,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,341509,F,A Level or Equivalent,0-35,0,Y,Pass,0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.8333333333333334,47.41,7.0,10.0,-5.0
BBB,2013B,349040,F,HE Qualification,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.3333333333333333,17.46,2.0,4.0,28.0
BBB,2013B,349424,F,A Level or Equivalent,35-55,1,N,Fail,1,0.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,350622,F,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.75,56.96,9.0,9.0,-4.0
BBB,2013B,350795,M,Lower Than A Level,35-55,1,N,Fail,1,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.75,79.78,5.0,9.0,22.0
BBB,2013B,351271,F,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.8333333333333334,63.41,5.0,10.0,25.0
BBB,2013B,351290,F,Lower Than A Level,0-35,2,N,Pass,0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.9166666666666666,67.92,5.0,11.0,12.0
BBB,2013B,351543,F,Lower Than A Level,0-35,1,N,Fail,1,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.08333333333333333,1.75,0.0,1.0,0.0
BBB,2013B,352161,F,Lower Than A Level,0-35,1,N,Withdrawn,1,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.16666666666666666,4.75,2.0,2.0,25.0
BBB,2013B,352364,F,A Level or Equivalent,35-55,0,N,Distinction,0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.9166666666666666,95.8,5.0,11.0,8.0
BBB,2013B,353093,F,Lower Than A Level,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.8333333333333334,71.28999999999999,5.0,10.0,27.0
BBB,2013B,353352,F,Lower Than A Level,35-55,0,N,Fail,1,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.08333333333333333,4.1,0.0,1.0,0.0
BBB,2013B,353918,F,Lower Than A Level,0-35,2,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,354058,F,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.25,16.29,1.0,3.0,39.0
BBB,2013B,354815,F,Lower Than A Level,35-55,2,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,354895,F,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.4166666666666667,27.189999999999998,2.0,5.0,-3.0
BBB,2013B,355369,F,A Level or Equivalent,35-55,1,N,Withdrawn,1,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.16666666666666666,4.3,2.0,2.0,10.0
BBB,2013B,355998,F,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.08333333333333333,2.75,0.0,1.0,0.0
BBB,2013B,357030,F,Lower Than A Level,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.16666666666666666,15.02,1.0,2.0,-6.0
BBB,2013B,357038,F,HE Qualification,0-35,2,N,Fail,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,357928,F,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.4166666666666667,19.330000000000002,2.0,5.0,41.0
BBB,2013B,359170,F,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,360188,F,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.9166666666666666,87.55,5.0,11.0,7.0
BBB,2013B,360489,F,A Level or Equivalent,0-35,0,Y,Withdrawn,1,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.5833333333333334,48.92,3.0,7.0,20.0
BBB,2013B,360877,M,HE Qualification,0-35,1,N,Pass,0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.8333333333333334,68.44,5.0,10.0,-22.0
BBB,2013B,361603,M,A Level or Equivalent,0-35,1,N,Pass,0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.9166666666666666,84.24000000000001,6.0,11.0,20.0
BBB,2013B,362760,F,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.75,43.15,5.0,9.0,57.0
BBB,2013B,362877,F,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.08333333333333333,2.85,0.0,1.0,0.0
BBB,2013B,363401,M,Lower Than A Level,35-55,1,N,Fail,1,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.8333333333333334,31.669999999999998,7.0,10.0,41.0
BBB,2013B,363416,F,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.9166666666666666,70.09,7.0,11.0,25.0
BBB,2013B,363660,M,A Level or Equivalent,35-55,1,N,Distinction,0,0.0,0.0,17.0,0.0,29.0,0.0,0.0,0.9166666666666666,85.84,5.0,11.0,20.0
BBB,2013B,364323,F,HE Qualification,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,365439,F,HE Qualification,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.25,17.32,2.0,3.0,22.0
BBB,2013B,365452,F,Lower Than A Level,35-55,0,Y,Pass,0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.8333333333333334,57.23,8.0,10.0,31.0
BBB,2013B,365488,F,A Level or Equivalent,0-35,1,N,Fail,1,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.25,16.29,3.0,3.0,21.0
BBB,2013B,365707,F,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.9166666666666666,83.16,5.0,11.0,20.0
BBB,2013B,366821,F,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,367304,F,A Level or Equivalent,0-35,2,N,Fail,1,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.4166666666666667,36.12,3.0,5.0,-20.0
BBB,2013B,367348,F,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.3333333333333333,18.240000000000002,3.0,4.0,30.0
BBB,2013B,367609,M,Lower Than A Level,35-55,0,N,Pass,0,0.0,0.0,5.0,0.0,29.0,0.0,0.0,0.9166666666666666,84.29,5.0,11.0,-5.0
BBB,2013B,368439,F,Lower Than A Level,0-35,1,N,Fail,1,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,369212,F,A Level or Equivalent,35-55,1,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,370302,M,Lower Than A Level,35-55,0,N,Fail,1,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.75,26.84,5.0,9.0,40.0
BBB,2013B,370720,F,Lower Than A Level,0-35,1,N,Fail,1,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.75,50.949999999999996,4.0,9.0,31.0
BBB,2013B,371679,F,Lower Than A Level,0-35,2,N,Pass,0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.9166666666666666,82.27,5.0,11.0,5.0
BBB,2013B,372624,F,Lower Than A Level,0-35,1,Y,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,374102,F,Lower Than A Level,0-35,0,Y,Fail,1,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.5833333333333334,44.55,4.0,7.0,-37.0
BBB,2013B,374234,F,HE Qualification,35-55,1,N,Pass,0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.8333333333333334,71.39,6.0,10.0,25.0
BBB,2013B,375312,F,Lower Than A Level,35-55,1,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,376617,M,Lower Than A Level,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.5833333333333334,60.62,5.0,7.0,-8.0
BBB,2013B,377695,F,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,377759,F,A Level or Equivalent,35-55,1,Y,Pass,0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.5,66.42999999999999,3.0,6.0,-5.0
BBB,2013B,377846,M,Lower Than A Level,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.9166666666666666,58.51,5.0,11.0,45.0
BBB,2013B,377905,F,Lower Than A Level,0-35,2,N,Fail,1,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.3333333333333333,30.13,3.0,4.0,25.0
BBB,2013B,378462,F,A Level or Equivalent,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.8333333333333334,63.98,8.0,10.0,10.0
BBB,2013B,378543,M,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.9166666666666666,74.83,5.0,11.0,-3.0
BBB,2013B,378721,F,Lower Than A Level,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.25,11.99,2.0,3.0,35.0
BBB,2013B,379402,F,A Level or Equivalent,0-35,1,N,Fail,1,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.25,5.0,2.0,3.0,40.0
BBB,2013B,379405,F,A Level or Equivalent,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,380151,F,A Level or Equivalent,0-35,0,Y,Withdrawn,1,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,381640,F,HE Qualification,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,381722,F,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.08333333333333333,3.65,0.0,1.0,0.0
BBB,2013B,383828,F,HE Qualification,0-35,1,N,Withdrawn,1,0.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,384678,M,HE Qualification,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.5,17.34,5.0,6.0,32.0
BBB,2013B,384909,F,A Level or Equivalent,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.4166666666666667,26.4,3.0,5.0,20.0
BBB,2013B,385034,F,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.25,13.020000000000001,1.0,3.0,12.0
BBB,2013B,386348,M,Lower Than A Level,35-55,1,Y,Pass,0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.75,54.779999999999994,6.0,9.0,2.0
BBB,2013B,386957,F,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,387276,F,Lower Than A Level,35-55,1,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,387702,F,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.16666666666666666,14.01,1.0,2.0,-18.0
BBB,2013B,388014,F,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,388205,F,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.4166666666666667,20.720000000000002,3.0,5.0,18.0
BBB,2013B,388360,F,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.5833333333333334,29.52,5.0,7.0,32.0
BBB,2013B,388410,F,Lower Than A Level,35-55,0,N,Fail,1,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.4166666666666667,30.7,4.0,5.0,26.0
BBB,2013B,388484,F,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.08333333333333333,3.3,0.0,1.0,0.0
BBB,2013B,389369,M,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,0.0,6.0,0.0,29.0,0.0,0.0,0.9166666666666666,81.11,7.0,11.0,13.0
BBB,2013B,390220,F,Lower Than A Level,0-35,3,N,Pass,0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.8333333333333334,59.54,7.0,10.0,24.0
BBB,2013B,390442,F,A Level or Equivalent,0-35,0,Y,Distinction,0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.9166666666666666,83.99,10.0,11.0,17.0
BBB,2013B,390461,F,HE Qualification,35-55,0,N,Fail,1,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.5,24.55,3.0,6.0,5.0
BBB,2013B,392213,F,Lower Than A Level,0-35,1,N,Pass,0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.9166666666666666,60.77,5.0,11.0,15.0
BBB,2013B,392281,F,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.25,15.250000000000002,3.0,3.0,7.0
BBB,2013B,392428,F,HE Qualification,35-55,1,N,Pass,0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.8333333333333334,65.48,5.0,10.0,34.0
BBB,2013B,392614,F,A Level or Equivalent,0-35,2,N,Fail,1,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.25,16.53,1.0,3.0,27.0
BBB,2013B,393327,F,A Level or Equivalent,0-35,2,Y,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,394956,F,A Level or Equivalent,35-55,1,N,Withdrawn,1,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,395107,F,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,395229,F,Lower Than A Level,0-35,1,Y,Fail,1,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,397118,F,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.8333333333333334,64.47,6.0,10.0,5.0
BBB,2013B,397763,F,Lower Than A Level,0-35,1,Y,Withdrawn,1,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,398084,F,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.9166666666666666,81.65,5.0,11.0,-5.0
BBB,2013B,398949,F,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,398965,F,A Level or Equivalent,0-35,1,Y,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,399108,F,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,399792,M,HE Qualification,0-35,2,Y,Fail,1,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,400049,F,A Level or Equivalent,0-35,1,N,Fail,1,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.8333333333333334,57.01,7.0,10.0,5.0
BBB,2013B,400469,F,A Level or Equivalent,0-35,1,N,Pass,0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.9166666666666666,73.23,5.0,11.0,-25.0
BBB,2013B,400474,F,A Level or Equivalent,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.9166666666666666,87.3,5.0,11.0,-4.0
BBB,2013B,400718,F,HE Qualification,35-55,1,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,400894,F,A Level or Equivalent,0-35,1,N,Pass,0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.75,49.15,7.0,9.0,-5.0
BBB,2013B,401339,F,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,6.0,0.0,29.0,0.0,0.0,0.9166666666666666,93.1,6.0,11.0,8.0
BBB,2013B,401349,F,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.9166666666666666,88.63,5.0,11.0,15.0
BBB,2013B,402660,F,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,403093,F,Lower Than A Level,0-35,0,Y,Pass,0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.6666666666666666,45.17,5.0,8.0,3.0
BBB,2013B,403191,M,HE Qualification,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,404022,F,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.9166666666666666,82.59,5.0,11.0,13.0
BBB,2013B,404727,F,Lower Than A Level,0-35,1,N,Fail,1,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.6666666666666666,58.86,7.0,8.0,-18.0
BBB,2013B,405471,M,Lower Than A Level,0-35,1,N,Pass,0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.9166666666666666,82.77,5.0,11.0,-41.0
BBB,2013B,405746,F,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.08333333333333333,3.55,1.0,1.0,0.0
BBB,2013B,405995,F,A Level or Equivalent,0-35,2,N,Pass,0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.9166666666666666,79.73,5.0,11.0,23.0
BBB,2013B,406311,M,No Formal quals,35-55,0,N,Fail,1,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.9166666666666666,56.85,5.0,11.0,-21.0
BBB,2013B,406416,F,HE Qualification,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.16666666666666666,5.65,0.0,2.0,-90.0
BBB,2013B,406974,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.6666666666666666,53.05,4.0,8.0,19.0
BBB,2013B,408112,F,Lower Than A Level,35-55,0,Y,Pass,0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.75,78.42999999999999,6.0,9.0,35.0
BBB,2013B,409662,F,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.9166666666666666,74.7,5.0,11.0,30.0
BBB,2013B,410739,F,Lower Than A Level,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.8333333333333334,52.28,6.0,10.0,8.0
BBB,2013B,411197,F,A Level or Equivalent,35-55,2,N,Fail,1,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.25,3.0,0.0,3.0,0.0
BBB,2013B,412407,M,A Level or Equivalent,0-35,1,N,Pass,0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.8333333333333334,65.19,5.0,10.0,23.0
BBB,2013B,412654,M,A Level or Equivalent,0-35,1,N,Pass,0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.8333333333333334,63.88,5.0,10.0,20.0
BBB,2013B,413984,F,Lower Than A Level,0-35,1,N,Pass,0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.9166666666666666,75.62,6.0,11.0,10.0
BBB,2013B,414958,F,A Level or Equivalent,0-35,1,N,Pass,0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.9166666666666666,80.33,7.0,11.0,-5.0
BBB,2013B,415548,F,Lower Than A Level,35-55,1,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,415716,F,A Level or Equivalent,35-55,0,N,Distinction,0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.9166666666666666,79.22,6.0,11.0,10.0
BBB,2013B,415760,F,Lower Than A Level,0-35,1,N,Pass,0,0.0,0.0,11.0,0.0,29.0,0.0,0.0,0.6666666666666666,50.96,8.0,8.0,14.0
BBB,2013B,416007,F,A Level or Equivalent,0-35,2,N,Pass,0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.8333333333333334,60.08,7.0,10.0,10.0
BBB,2013B,416314,M,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.25,14.71,1.0,3.0,25.0
BBB,2013B,416654,F,A Level or Equivalent,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.8333333333333334,70.02,6.0,10.0,-12.0
BBB,2013B,417462,F,A Level or Equivalent,0-35,1,N,Fail,1,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.16666666666666666,15.7,0.0,2.0,-15.0
BBB,2013B,418065,M,A Level or Equivalent,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.08333333333333333,2.75,0.0,1.0,0.0
BBB,2013B,418325,F,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.9166666666666666,73.28999999999999,5.0,11.0,5.0
BBB,2013B,420604,F,A Level or Equivalent,35-55,2,N,Fail,1,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.5833333333333334,47.46,4.0,7.0,0.0
BBB,2013B,421205,F,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.5,18.76,3.0,6.0,38.0
BBB,2013B,422070,F,A Level or Equivalent,0-35,1,N,Fail,1,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.6666666666666666,30.05,4.0,8.0,-5.0
BBB,2013B,422752,F,Lower Than A Level,0-35,0,Y,Withdrawn,1,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,423314,M,A Level or Equivalent,35-55,0,N,Fail,1,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.25,13.94,1.0,3.0,50.0
BBB,2013B,423317,F,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,423871,F,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,18.0,0.0,29.0,0.0,0.0,0.9166666666666666,80.2,5.0,11.0,-20.0
BBB,2013B,425747,F,A Level or Equivalent,0-35,1,N,Fail,1,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,425808,F,A Level or Equivalent,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.9166666666666666,85.42999999999999,5.0,11.0,21.0
BBB,2013B,425817,M,Lower Than A Level,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.4166666666666667,39.03,4.0,5.0,3.0
BBB,2013B,425820,F,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,4.0,0.0,29.0,0.0,0.0,0.9166666666666666,78.51,6.0,11.0,19.0
BBB,2013B,426650,F,A Level or Equivalent,0-35,1,N,Pass,0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.9166666666666666,75.55,8.0,11.0,13.0
BBB,2013B,426838,F,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.9166666666666666,82.7,6.0,11.0,-24.0
BBB,2013B,427536,F,HE Qualification,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.8333333333333334,58.730000000000004,5.0,10.0,15.0
BBB,2013B,427704,M,Lower Than A Level,35-55,0,Y,Pass,0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.9166666666666666,73.91,5.0,11.0,35.0
BBB,2013B,427773,F,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.8333333333333334,53.28,5.0,10.0,6.0
BBB,2013B,429038,F,Lower Than A Level,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.5833333333333334,48.23,4.0,7.0,-3.0
